"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Avacyn, Angel of Hope","v15","Near Mint","English","foil","","2023-04-12 13:05:45.810000","5","False","True",""
"1","1","Avacyn's Pilgrim","isd","Near Mint","English","","","2023-05-24 12:27:54.037000","170","False","True",""
"3","3","Avenger of Zendikar","wwk","Near Mint","English","","","2023-09-26 15:32:06.770000","96","False","True",""
"1","1","Avenger of Zendikar","c13","Near Mint","English","","","2023-06-17 16:57:19.303000","135","False","False",""
"1","1","Awaken the Sleeper","one","Near Mint","English","","","2023-02-09 09:32:38.003000","119","False","False",""
"1","1","Awaken the Woods","bro","Near Mint","English","","","2023-06-17 16:38:07.817000","344","False","False",""
"2","2","Awaken the Woods","bro","Near Mint","English","","","2023-09-26 15:38:41.553000","170","False","True",""
"3","3","Awesome Presence","all","Near Mint","English","","","2023-04-12 19:59:22.877000","23b","False","False",""
"7","7","Awesome Presence","all","Near Mint","English","","","2023-04-12 19:59:10.607000","23a","False","False",""
"2","2","Axiom Engraver","one","Near Mint","English","","","2023-02-09 10:04:37.450000","120","False","False",""
"1","1","Ayesha Tanaka","chr","Near Mint","English","","","2023-01-29 08:33:14.930000","73","False","False",""
"3","3","Aysen Abbey","hml","Near Mint","English","","","2023-03-03 19:50:28.973000","112","False","False",""
"13","13","Aysen Bureaucrats","hml","Near Mint","English","","","2023-03-04 20:20:09.193000","3a","False","False",""
"10","10","Aysen Bureaucrats","hml","Near Mint","English","","","2023-03-04 20:20:19.543000","3b","False","False",""
"1","1","Aysen Crusader","hml","Near Mint","English","","","2023-03-04 20:23:16.470000","4","False","False",""
"1","1","Aysen Highway","hml","Near Mint","English","","","2023-03-04 20:23:05.477000","5","False","False",""
"4","4","Azimaet Drake","mir","Near Mint","English","","","2023-04-12 19:38:33.150000","53","False","False",""
"1","1","Azorius Chancery","c13","Near Mint","English","","","2023-01-31 18:59:16.367000","274","False","False",""
"1","1","Azorius Signet","nec","Near Mint","English","","","2023-03-11 15:35:46.313000","145","False","False",""
"1","1","Azure Drake","chr","Near Mint","English","","","2023-04-13 08:38:18.243000","15","False","False",""
"1","1","Azure Fleet Admiral","cmr","Near Mint","English","","","2023-07-03 12:32:46.533000","58","False","False",""
"1","1","Azusa, Lost but Seeking","a25","Near Mint","English","","","2023-06-17 16:56:16.737000","161","False","False",""
"1","1","Azusa, Lost but Seeking","sld","Near Mint","English","foil","","2023-06-17 18:19:50.063000","1234","False","True",""
"1","1","Backfire","4ed","Near Mint","English","","","2023-04-13 09:06:52.843000","62","False","False",""
"1","1","Backstreet Bruiser","snc","Near Mint","English","","","2023-08-18 21:12:45.783000","35","False","False",""
"1","1","Bad Moon","4ed","Near Mint","English","","","2023-01-21 18:04:20.487000","120","False","False",""
"3","3","Bad River","mir","Near Mint","English","","","2023-01-21 14:24:09.777000","324","False","False",""
"1","1","Badlands","3ed","Near Mint","English","","","2023-10-11 09:24:53.670000","282","False","False",""
"1","1","Badlands","3ed","Heavily Played","English","","","2023-01-21 14:02:06.550000","282","False","False",""
"4","4","Badlands","cei","Near Mint","English","","","2023-10-21 18:41:34.650000","278","False","True",""
"6","6","Baki's Curse","hml","Near Mint","English","","","2023-02-01 09:54:11.653000","22","False","False",""
"1","1","Bala Ged Recovery // Bala Ged Sanctuary","znr","Near Mint","English","","","2023-03-21 21:12:18.897000","180","False","True",""
"1","1","Balduvian Barbarians","ice","Near Mint","English","","","2023-03-04 19:21:26.910000","172","False","False",""
"2","2","Balduvian Bears","ice","Near Mint","English","","","2023-03-04 18:13:23.030000","226","False","False",""
"2","2","Balduvian Horde","all","Played","English","","","2023-01-21 18:04:33.040000","65","False","False",""
"1","1","Balduvian Hydra","ice","Good (Lightly Played)","English","","","2023-01-22 09:51:41.210000","173","False","False",""
"2","2","Balduvian Shaman","ice","Near Mint","English","","","2023-03-04 19:58:01.397000","59","False","False",""
"1","1","Balduvian Trading Post","all","Near Mint","English","","","2023-01-28 16:04:11.407000","137","False","False",""
"1","1","Balefire Dragon","isd","Near Mint","English","","","2023-06-17 16:35:40.637000","129","False","False",""
"1","1","Balefire Dragon","puma","Near Mint","English","foil","","2023-06-17 18:20:23.940000","U14","False","True",""
"1","1","Baleful Strix","pca","Near Mint","English","","","2023-05-24 12:28:19.660000","82","False","True",""
"2","2","Ball Lightning","4ed","Near Mint","English","","","2023-01-28 16:04:29.660000","176","False","False",""
"1","1","Bamboo Grove Archer","neo","Near Mint","English","","","2023-02-22 20:09:02.200000","173","False","False",""
"1","1","Band Together","j22","Mint","English","","","2023-01-21 13:13:55.757000","631","False","False",""
"1","1","Bane of Progress","cc1","Near Mint","English","","","2023-05-24 12:28:25.050000","3","False","True",""
"1","1","Bane of the Living","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","104","False","False",""
"1","1","Banishing Light","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","161","False","False",""
"3","3","Banshee","chr","Near Mint","English","","","2023-04-13 08:35:29.683000","29","False","False",""
"2","2","Barbarian Guides","ice","Near Mint","English","","","2023-02-01 11:47:50.360000","174","False","False",""
"1","1","Barbary Apes","leg","Near Mint","English","","","2023-01-31 18:50:06.273000","176","False","False",""
"3","3","Barbed Batterfist","one","Near Mint","English","","","2023-02-09 10:04:54.797000","121","False","False",""
"1","1","Barbed Foliage","mir","Near Mint","English","","","2023-02-01 10:49:38.213000","207","False","False",""
"1","1","Barbed Sextant","5ed","Near Mint","English","","","2023-04-10 07:53:02.583000","351","False","False",""
"3","3","Barbed Sextant","ice","Near Mint","English","","","2023-03-08 11:38:41.043000","312","False","False",""
"2","2","Barbed-Back Wurm","mir","Near Mint","English","","","2023-03-05 10:26:07.240000","105","False","False",""
"3","3","Barkchannel Pathway // Tidechannel Pathway","slu","Near Mint","English","foil","","2023-10-21 18:36:24.477000","11","False","True",""
"1","1","Baron Sengir","hml","Near Mint","English","","","2023-01-30 09:29:40.953000","41","False","False",""
"1","1","Barrage Ogre","j22","Mint","English","","","2023-01-21 13:13:55.757000","496","False","False",""
"1","1","Barreling Attack","mir","Near Mint","English","","","2023-02-01 10:30:06.347000","157","False","False",""
"1","1","Bartered Cow","eld","Near Mint","English","","","2023-07-03 07:26:33.967000","6","False","False",""
"6","6","Basal Thrull","fem","Near Mint","English","","","2023-04-12 20:29:17.140000","34b","False","False",""
"2","2","Basal Thrull","fem","Near Mint","English","","","2023-04-12 20:29:28.530000","34d","False","False",""
"1","1","Basalt Golem","mir","Near Mint","English","","","2023-03-03 20:04:28.347000","294","False","False",""
"2","2","Basalt Monolith","3ed","Near Mint","English","","","2023-04-06 19:23:33.503000","235","False","False",""
"1","1","Basilica Shepherd","one","Near Mint","English","","","2023-02-04 11:23:00.407000","4","False","False",""
"3","3","Basilica Skullbomb","one","Near Mint","English","","","2023-02-09 10:17:41.080000","224","False","False",""
"1","1","Bastion of Remembrance","iko","Near Mint","English","","","2023-05-24 13:07:33.243000","73","False","True",""
"1","1","Bastion Protector","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","162","False","False",""
"1","1","Baton of Morale","ice","Near Mint","English","","","2023-04-10 08:05:33.613000","313","False","False",""
"1","1","Battering Ram","5ed","Near Mint","English","","","2023-03-03 20:02:48.537000","353","False","False",""
"5","5","Battering Ram","4ed","Near Mint","English","","","2023-04-10 08:00:26.373000","297","False","False",""
"2","2","Battle Angels of Tyr","pclb","Near Mint","English","foil","","2023-10-21 14:06:51.443000","9s","False","True",""
"1","1","Battle Angels of Tyr","clb","Near Mint","English","","","2023-06-17 16:39:31.230000","9","False","False",""
"2","2","Battle Frenzy","ice","Near Mint","English","","","2023-02-01 11:49:05.727000","175","False","False",""
"1","1","Battlefield Forge","bro","Near Mint","English","","","2023-03-18 09:38:35.733000","257","False","False",""
"1","1","Battlefield Forge","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","296","False","False",""
"1","1","Battlegrowth","mrd","Near Mint","English","","","2023-07-03 07:42:02.567000","113","False","False",""
"1","1","Battle-Mad Ronin","chk","Near Mint","English","","","2023-07-03 08:01:49.917000","156","False","False",""
"9","9","Bay Falcon","mir","Near Mint","English","","","2023-04-12 19:36:12.947000","54","False","False",""
"2","2","Bayou","30a","Near Mint","English","","","2023-05-24 13:17:56.150000","274","False","True",""
"1","1","Bayou","3ed","Near Mint","English","","","2023-10-11 09:25:40.707000","283","False","False",""
"1","1","Bazaar of Wonders","mir","Near Mint","English","","","2023-01-29 09:02:31.747000","55","False","False",""
"1","1","Beanstalk Giant // Fertile Footsteps","eld","Near Mint","English","","","2023-08-20 09:31:37.983000","149","False","False",""
"1","1","Beanstalk Giant // Fertile Footsteps","plist","Near Mint","English","","","2023-08-20 09:31:54.200000","325","False","True",""
"1","1","Bear Umbra","woc","Near Mint","English","","","2023-10-16 11:51:14.583000","121","False","False",""
"2","2","Bear Umbra","nec","Near Mint","English","","","2023-10-21 18:13:03.857000","113","False","True",""
"1","1","Bearer of Memory","neo","Near Mint","English","","","2023-05-25 05:44:36.983000","174","False","False",""
"1","1","Bearer of Memory","neo","Mint","English","","","2023-01-26 07:12:06.260000","174","False","False",""
"3","3","Beast Walkers","hml","Near Mint","English","","","2023-03-04 20:23:28.847000","6","False","False",""
"3","3","Beast Whisperer","sld","Near Mint","English","","","2023-06-17 19:56:19.917000","1099","False","True",""
"7","7","Beast Within","tsr","Near Mint","English","","","2023-10-21 18:05:55.737000","357","False","True",""
"1","1","Beast Within","onc","Near Mint","English","","","2023-02-17 12:16:23.303000","104","False","False",""
"1","1","Beast Within","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","234","False","False",""
"5","5","Beasts of Bogardan","chr","Near Mint","English","","","2023-04-13 08:41:21.513000","45","False","False",""
"1","1","Bedevil","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","121","False","False",""
"2","2","Befriending the Moths // Imperial Moth","neo","Near Mint","English","","","2023-03-15 21:08:33.540000","4","False","False",""
"1","1","Beledros Witherbloom","stx","Near Mint","English","","","2023-06-17 18:22:14.680000","163","False","False",""
"1","1","Beledros Witherbloom","pstx","Near Mint","English","","","2023-06-17 18:22:10.210000","163p","False","True",""
"4","4","Benalish Hero","4ed","Near Mint","English","","","2023-04-13 08:50:39.630000","7","False","False",""
"1","1","Benalish Hero","5ed","Near Mint","English","","","2023-04-13 08:05:53.793000","10","False","False",""
"1","1","Benevolent Hydra","j22","Near Mint","English","","","2023-10-21 18:58:39.600000","38","False","True",""
"2","2","Benevolent Hydra","j22","Mint","English","","","2023-01-21 13:16:59.387000","38","False","False",""
"7","7","Benevolent Unicorn","mir","Near Mint","English","","","2023-04-13 07:36:46.330000","4","False","False",""
"1","1","Bennie Bracks, Zoologist","ncc","Near Mint","English","","","2023-10-11 09:52:54.477000","86","False","False",""
"1","1","Benthic Djinn","mir","Near Mint","English","","","2023-01-29 08:35:20.930000","257","False","False",""
"7","7","Benthic Explorers","all","Near Mint","English","","","2023-04-12 20:04:05.553000","24a","False","False",""
"7","7","Benthic Explorers","all","Near Mint","English","","","2023-04-12 20:04:20.193000","24b","False","False",""
"1","1","Beregond of the Guard","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","9","False","False",""
"1","1","Beseech the Mirror","woe","Near Mint","English","","","2023-10-11 09:24:06.557000","336","False","False",""
"1","1","Bestial Fury","all","Near Mint","English","","","2023-04-12 20:44:20.117000","67a","False","False",""
"5","5","Betrayal","vis","Near Mint","English","","","2023-04-12 19:46:06.937000","26","False","False",""
"1","1","Betrothed of Fire","wth","Near Mint","English","","","2023-03-04 19:23:12.267000","89","False","False",""
"1","1","Big Score","j22","Mint","English","","","2023-01-21 13:13:55.757000","498","False","False",""
"2","2","Binding Agony","mir","Near Mint","English","","","2023-03-05 10:26:40.727000","106","False","False",""
"1","1","Biomass Mutation","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","187","False","False",""
"1","1","Bird Maiden","4ed","Near Mint","English","","","2023-04-13 08:57:25.553000","177","False","False",""
"2","2","Bird Maiden","5ed","Near Mint","English","","","2023-04-13 08:10:34.510000","211","False","False",""
"1","1","Birds of Paradise","4ed","Near Mint","English","","","2023-01-21 07:58:59.383000","234","False","False",""
"6","6","Birds of Paradise","dmr","Near Mint","English","","","2023-10-21 18:06:07.610000","336","False","True",""
"1","1","Birgi, God of Storytelling // Harnfel, Horn of Bounty","khm","Near Mint","English","","","2023-04-12 13:06:30.557000","123","False","True",""
"1","1","Bitterblossom","mor","Near Mint","English","","","2023-06-17 17:00:19.200000","58","False","False",""
"1","1","Bitterblossom","g11","Near Mint","English","foil","","2023-06-17 18:22:33.737000","1","False","True",""
"1","1","Black Carriage","hml","Near Mint","English","","","2023-01-22 09:46:01.290000","42","False","False",""
"2","2","Black Knight","4ed","Near Mint","English","","","2023-03-04 20:58:47.423000","121","False","False",""
"1","1","Black Mana Battery","4ed","Good (Lightly Played)","English","","","2023-01-29 08:42:02.260000","298","False","False",""
"1","1","Black Market Connections","clb","Near Mint","English","","","2023-06-17 18:23:00.277000","620","False","False",""
"3","3","Black Market Connections","hbg","Near Mint","English","","","2023-06-17 18:22:52.840000","145","False","True",""
"1","1","Black Ward","4ed","Near Mint","English","","","2023-03-04 20:15:31.280000","8","False","False",""
"1","1","Blackblade Reforged","dmc","Near Mint","English","","","2023-03-22 13:16:51.063000","178","False","False",""
"1","1","Blade Historian","pstx","Near Mint","English","","","2023-07-10 06:56:43.650000","165p","False","False",""
"1","1","Blade-Blizzard Kitsune","neo","Near Mint","English","","","2023-03-15 21:08:50.637000","5","False","False",""
"2","2","Bladegraft Aspirant","one","Near Mint","English","","","2023-02-09 10:05:08.867000","122","False","False",""
