"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Invasion of Kylem // Valor's Reach Tag Team","mom","Near Mint","English","","","2023-04-29 08:58:14.517000","235","False","False",""
"1","1","Invasion of Mercadia // Kyren Flamewright","mom","Near Mint","English","","","2023-07-21 20:47:46.267000","147","False","False",""
"1","1","Invasion of Moag // Bloomwielder Dryads","mom","Near Mint","English","","","2023-04-29 09:03:29.057000","237","False","False",""
"1","1","Invasion of New Capenna // Holy Frazzle-Cannon","mom","Near Mint","German","","","2023-04-29 09:06:20.517000","238","False","False",""
"1","1","Invasion of New Phyrexia // Teferi Akosa of Zhalfir","mom","Near Mint","English","","","2023-04-29 07:35:24.193000","239","False","False",""
"1","1","Invasion of Pyrulea // Gargantuan Slabhorn","mom","Near Mint","German","foil","","2023-04-29 08:58:01.643000","240","False","False",""
"1","1","Invasion of Ulgrotha // Grandmother Ravi Sengir","mom","Near Mint","English","","","2023-08-18 21:11:36.667000","116","False","False",""
"1","1","Invigorating Hot Spring","neo","Near Mint","English","","","2023-05-25 05:44:59.863000","223","False","False",""
"1","1","Invoke the Ancients","neo","Near Mint","English","","","2023-06-08 06:38:06.950000","193","False","False",""
"2","2","Invulnerability","tmp","Near Mint","English","","","2023-04-13 07:21:49.733000","25","False","False",""
"1","1","Inys Haen","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","54","False","False",""
"1","1","Irencrag Pyromancer","j22","Mint","English","","","2023-01-21 13:13:55.757000","559","False","False",""
"7","7","Irini Sengir","hml","Near Mint","English","","","2023-03-05 10:04:16.867000","54","False","False",""
"1","1","Iron Apprentice","neo","Near Mint","English","","","2023-03-15 21:08:08.060000","248","False","False",""
"1","1","Iron Bully","j22","Mint","English","","","2023-01-21 13:13:55.757000","778","False","False",""
"1","1","Iron Star","3ed","Near Mint","English","","","2023-04-10 07:52:49.970000","252","False","False",""
"1","1","Iron Star","5ed","Near Mint","English","","","2023-03-03 19:57:52.730000","379","False","False",""
"2","2","Ironclaw Curse","hml","Near Mint","English","","","2023-04-12 20:57:44.080000","76","False","False",""
"2","2","Ironclaw Orcs","4ed","Near Mint","English","","","2023-04-13 08:58:35.430000","206","False","False",""
"1","1","Iron-Heart Chimera","vis","Near Mint","English","","","2023-04-10 08:06:36.907000","146","False","False",""
"4","4","Ironroot Treefolk","4ed","Near Mint","English","","","2023-04-13 09:20:54.787000","253","False","False",""
"2","2","Ironroot Treefolk","5ed","Near Mint","English","","","2023-03-04 17:01:42.097000","305","False","False",""
"6","6","Ironroot Treefolk","3ed","Near Mint","English","","","2023-04-13 08:23:55.630000","204","False","False",""
"1","1","Ironshell Beetle","j22","Mint","English","","","2023-01-21 13:13:55.757000","679","False","False",""
"1","1","Irrigated Farmland","akh","Near Mint","English","","","2023-03-21 15:23:21.953000","245","False","False",""
"33","33","Island","j22","Mint","English","","","2023-05-24 13:35:15.680000","101","False","False",""
"5","5","Island","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","31","False","False",""
"16","16","Island","ltr","Near Mint","English","","","2023-06-11 19:48:02.520000","264","False","False",""
"6","6","Island","mom","Near Mint","English","","","2023-04-10 07:45:23.203000","278","False","False",""
"3","3","Island","one","Near Mint","English","","","2023-02-09 09:43:37.047000","263","False","False",""
"10","10","Island","3ed","Near Mint","English","","","2023-01-21 07:58:59.383000","296","False","False",""
"5","5","Island","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","292","False","False",""
"1","1","Isochron Scepter","ddj","Near Mint","English","","","2023-04-12 17:41:16.170000","16","False","True",""
"2","2","Isolated Chapel","dom","Near Mint","English","","","2023-03-21 21:08:20.187000","241","False","True",""
"1","1","It That Betrays","roe","Near Mint","English","","","2023-10-11 09:37:45.283000","7","False","False",""
"2","2","Ivory Charm","mir","Near Mint","English","","","2023-02-01 11:23:00.440000","23","False","False",""
"1","1","Ivory Cup","3ed","Near Mint","English","","","2023-03-03 19:55:34.367000","253","False","False",""
"1","1","Ivory Gargoyle","all","Near Mint","English","","","2023-02-01 11:12:18.547000","5","False","False",""
"1","1","Ivory Guardians","chr","Near Mint","English","","","2023-03-04 20:10:59.200000","8","False","False",""
"2","2","Ivy Lane Denizen","gtc","Near Mint","English","","","2023-04-29 13:38:07.977000","125","False","False",""
"1","1","Ivy Lane Denizen","j22","Mint","English","","","2023-01-21 13:13:55.757000","680","False","False",""
"2","2","Ixidor, Reality Sculptor","ons","Near Mint","English","","","2023-10-21 17:28:21.763000","89","False","True",""
"1","1","Ixidron","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","87","False","False",""
"1","1","Iymrith, Desert Doom","afr","Near Mint","English","","","2023-03-11 15:24:41.250000","62","False","False",""
"1","1","Iymrith, Desert Doom","sld","Near Mint","English","foil","","2023-10-21 17:30:12.993000","1013","False","True",""
"1","1","Izzet Boilerworks","phed","Near Mint","English","foil","","2023-10-21 18:38:00.393000","68","False","True",""
"1","1","Izzet Boilerworks","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","188","False","False",""
"1","1","Izzet Guildgate","grn","Near Mint","German","","","2023-04-29 13:29:52.593000","252","False","False",""
"1","1","Izzet Locket","grn","Near Mint","English","","","2023-07-03 07:43:16.987000","238","False","False",""
"1","1","Izzet Signet","ncc","Near Mint","English","","","2023-03-11 15:36:10.197000","369","False","False",""
"2","2","Jabari's Influence","mir","Near Mint","English","","","2023-07-02 18:31:49.313000","24","False","False",""
"1","1","Jace, the Mind Sculptor","2xm","Near Mint","English","","","2023-04-12 17:41:08.647000","56","False","True",""
"1","1","Jace's Scrutiny","j22","Mint","English","","","2023-01-21 13:13:55.757000","311","False","False",""
"2","2","Jade Monolith","4ed","Near Mint","English","","","2023-01-29 08:45:21.640000","329","False","False",""
"1","1","Jade Orb of Dragonkind","clb","Near Mint","English","","","2023-03-11 15:28:32.980000","236","False","False",""
"1","1","Jade Orb of Dragonkind","clb","Near Mint","English","","","2023-10-21 18:16:58.163000","236","False","True",""
"1","1","Jade Statue","2ed","Near Mint","English","","","2023-01-21 14:15:21.570000","254","False","False",""
"1","1","Jaheira, Friend of the Forest","clb","Near Mint","English","","","2023-05-24 12:34:28.717000","409","False","True",""
"1","1","Jalum Tome","brr","Near Mint","English","foil","","2023-01-29 08:53:55.953000","24","False","False",""
"2","2","Jalum Tome","chr","Near Mint","English","","","2023-04-10 07:58:56.917000","101","False","False",""
"5","5","Jamuraan Lion","vis","Near Mint","English","","","2023-04-13 07:38:55.927000","10","False","False",""
"1","1","Jandor's Saddlebags","5ed","Near Mint","English","","","2023-03-03 20:00:50.787000","383","False","False",""
"2","2","Jaya's Greeting","war","Near Mint","English","","","2023-07-03 07:59:23.510000","136","False","False",""
"1","1","Jayemdae Tome","5ed","Good (Lightly Played)","English","","","2023-01-29 08:45:54.170000","384","False","False",""
"1","1","Jayemdae Tome","4ed","Near Mint","English","","","2023-04-10 07:59:34.173000","331","False","False",""
"1","1","Jeska's Will","cmr","Near Mint","English","","","2023-10-11 09:23:27.630000","668","False","False",""
"3","3","Jeska's Will","clb","Near Mint","English","","","2023-10-11 14:29:51.947000","799","False","True",""
"1","1","Jester's Cap","ice","Near Mint","English","","","2023-01-21 07:58:59.383000","324","False","False",""
"1","1","Jet Medallion","sld","Near Mint","English","","","2023-04-12 17:39:01.707000","1189","False","True",""
"1","1","Jet Medallion","tmp","Near Mint","English","","","2023-08-24 06:56:29.387000","292","False","False",""
"3","3","Jetmir's Garden","psnc","Near Mint","English","","","2023-10-21 18:23:23.973000","250p","False","True",""
"1","1","Jetmir's Garden","snc","Near Mint","English","","","2023-06-17 17:15:58.097000","291","False","False",""
"1","1","Jewel Thief","snc","Near Mint","English","","","2023-10-18 19:28:54.007000","151","False","False",""
"2","2","Jeweled Lotus","cmr","Near Mint","English","","","2023-09-07 14:24:01.020000","319","False","False",""
"5","5","Jeweled Lotus","cmm","Near Mint","English","","","2023-10-21 16:48:57.270000","702","False","True",""
"1","1","Jhoira, Ageless Innovator","dmu","Near Mint","English","","","2023-07-03 12:37:03.383000","301","False","False",""
"1","1","Jhoira, Weatherlight Captain","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","126","False","False",""
"1","1","Jhoira, Weatherlight Captain","pdom","Near Mint","English","foil","","2023-10-21 12:46:08.383000","197s","False","True",""
"1","1","Jin-Gitaxias, Core Augur","mul","Near Mint","English","","","2023-09-28 06:14:20.867000","11","False","False",""
"5","5","Jinx","hml","Near Mint","English","","","2023-04-13 08:00:02.543000","29","False","False",""
"1","1","Johtull Wurm","ice","Near Mint","English","","","2023-03-04 18:09:32.953000","250","False","False",""
"1","1","Join the Maestros","snc","Near Mint","English","","","2023-10-18 19:29:12.473000","85","False","False",""
"4","4","Jolrael's Centaur","mir","Near Mint","English","","","2023-03-04 18:41:26.317000","222","False","False",""
"3","3","Jolt","mir","Near Mint","English","","","2023-04-12 19:39:38.803000","70","False","False",""
"1","1","Jon Irenicus, Shattered One","clb","Near Mint","English","","","2023-05-24 12:34:34.447000","425","False","True",""
"1","1","Josu Vess, Lich Knight","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","253","False","False",""
"7","7","Joven","hml","Near Mint","English","","","2023-04-12 21:01:32.243000","77","False","False",""
"13","13","Joven's Ferrets","hml","Near Mint","English","","","2023-04-11 12:38:59.730000","89","False","False",""
"1","1","Joven's Tools","5ed","Near Mint","English","","","2023-04-10 07:53:41.287000","386","False","False",""
"6","6","Joven's Tools","hml","Near Mint","English","","","2023-04-10 08:02:37.917000","108","False","False",""
"1","1","Joyous Respite","chk","Near Mint","English","","","2023-07-03 08:05:09.610000","216","False","False",""
"1","1","Jukai Naturalist","neo","Near Mint","English","","","2023-02-03 14:33:29.063000","225","False","False",""
"1","1","Jukai Trainee","neo","Near Mint","English","","","2023-02-22 20:08:01.510000","196","False","False",""
"2","2","Jump","4ed","Near Mint","English","","","2023-04-13 09:04:21.197000","79","False","False",""
"4","4","Jump","3ed","Near Mint","English","","","2023-04-13 08:28:03.300000","62","False","False",""
"1","1","Jungle Basin","cmr","Near Mint","English","","","2023-05-24 13:21:58.307000","484","False","True",""
"1","1","Jungle Basin","vis","Near Mint","English","","","2023-03-03 19:40:38.493000","164","False","False",""
"1","1","Jungle Hollow","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","254","False","False",""
"1","1","Jungle Hollow","neo","Near Mint","English","","","2023-02-15 21:24:50.137000","269","False","False",""
"1","1","Jungle Hollow","mom","Near Mint","English","","","2023-07-21 20:48:17.163000","270","False","False",""
"1","1","Jungle Shrine","e02","Near Mint","English","","","2023-02-03 14:54:44.387000","46","False","False",""
"2","2","Jungle Troll","mir","Near Mint","English","","","2023-03-03 19:23:22.743000","269","False","False",""
"6","6","Jungle Wurm","mir","Near Mint","English","","","2023-04-11 12:36:04.063000","224","False","False",""
"2","2","Juniper Order Advocate","all","Near Mint","English","","","2023-04-13 07:33:44.417000","6","False","False",""
"1","1","Juri, Master of the Revue","mul","Near Mint","English","foil","","2023-04-21 15:46:12.023000","46","False","False",""
"1","1","Justice","ice","Near Mint","English","","","2023-04-13 07:23:14.173000","32","False","False",""
"1","1","Justice","5ed","Near Mint","English","","","2023-04-13 08:06:43.440000","41","False","False",""
"1","1","Justiciar's Portal","j22","Mint","English","","","2023-01-21 13:13:55.757000","202","False","False",""
"1","1","Juxtapose","5ed","Near Mint","English","","","2023-03-04 19:38:31.763000","95","False","False",""
"1","1","Juxtapose","chr","Near Mint","English","","","2023-04-13 08:37:58.783000","22","False","False",""
"1","1","Jwar Isle Refuge","c13","Near Mint","English","","","2023-04-29 13:36:30.087000","300","False","False",""
"2","2","Kabuto Moth","chk","Near Mint","English","","","2023-07-03 08:02:47.527000","20","False","False",""
"1","1","Kadena, Slinking Sorcerer","c19","Near Mint","English","foil","","2023-05-24 12:24:47.370000","45","False","False",""
"1","1","Kadena's Silencer","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","8","False","False",""
"2","2","Kaervek's Hex","mir","Near Mint","English","","","2023-03-05 10:22:28.500000","130","False","False",""
"2","2","Kaervek's Purge","mir","Near Mint","English","","","2023-03-03 19:23:10.167000","270","False","False",""
"1","1","Kaervek's Spite","vis","Near Mint","English","","","2023-07-02 18:32:39.533000","63","False","False",""
"1","1","Kaervek's Torch","mir","Near Mint","English","","","2023-03-04 19:13:19.730000","185","False","False",""
"1","1","Kaito, Dancing Shadow","one","Near Mint","English","foil","","2023-02-09 06:43:26.177000","204","False","False",""
"1","1","Kami of Fire's Roar","chk","Near Mint","English","","","2023-07-03 07:45:43.647000","174","False","False",""
"1","1","Kami of the Hunt","chk","Near Mint","English","","","2023-07-03 08:02:37.520000","219","False","False",""
"2","2","Kami of the Painted Road","chk","Near Mint","English","","","2023-07-03 08:03:35.353000","23","False","False",""
"1","1","Kami of Transience","neo","Near Mint","English","","","2023-03-22 13:12:08.223000","197","False","False",""
"2","2","Kami of Whispered Hopes","mom","Near Mint","English","","","2023-05-11 07:17:06.140000","196","False","False",""
"2","2","Kappa Cannoneer","nec","Near Mint","English","","","2023-10-21 17:29:42.627000","50","False","True",""
"1","1","Kappa Cannoneer","nec","Near Mint","English","","","2023-06-17 16:41:22.727000","14","False","False",""
"1","1","Karametra's Acolyte","ths","Near Mint","English","","","2023-04-29 13:37:14.543000","160","False","False",""
"1","1","Kargan Dragonrider","j22","Mint","English","","","2023-01-21 13:13:55.757000","561","False","False",""
"1","1","Kari Zev, Skyship Raider","j22","Mint","English","","","2023-01-21 13:13:55.757000","562","False","False",""
"1","1","Karma","4ed","Near Mint","English","","","2023-03-04 20:14:42.040000","32","False","False",""
"1","1","Karma","5ed","Near Mint","English","","","2023-03-04 20:18:12.360000","42","False","False",""
"1","1","Karn, Legacy Reforged","mat","Near Mint","English","","","2023-05-24 12:34:57.997000","49","False","True",""
"1","1","Karn, Legacy Reforged","mat","Near Mint","English","","","2023-10-11 09:44:04.343000","184","False","False",""
"1","1","Karn's Bastion","cmm","Near Mint","English","","","2023-10-16 11:50:13.840000","1007","False","False",""
"1","1","Karn's Bastion","pwar","Near Mint","English","foil","","2023-10-21 18:57:20.383000","248s","False","True",""
"4","4","Karoo","vis","Near Mint","English","","","2023-03-03 19:41:27.567000","165","False","False",""
"1","1","Karoo Meerkat","mir","Near Mint","English","","","2023-02-01 10:50:00.363000","225","False","False",""
"1","1","Karplusan Forest","c16","Near Mint","English","","","2023-05-24 13:22:06.053000","305","False","True",""
"1","1","Karrthus, Tyrant of Jund","arb","Near Mint","English","","","2023-08-24 07:00:58.857000","117","False","False",""
"1","1","Karumonix, the Rat King","one","Near Mint","English","","","2023-02-09 08:08:50.857000","98","False","False",""
"1","1","Katabatic Winds","vis","Near Mint","English","","","2023-03-04 17:55:04.583000","109","False","False",""
"1","1","Kaysa","all","Near Mint","English","","","2023-03-08 10:40:30.050000","96","False","False",""
"1","1","Kediss, Emberclaw Familiar","cmr","Near Mint","English","","","2023-10-16 11:52:41.903000","188","False","False",""
"1","1","Keen Sense","tsr","Near Mint","English","","","2023-03-21 15:26:56.103000","213","False","False",""
"1","1","Keeper of Keys","cn2","Near Mint","English","","","2023-07-03 12:31:31.500000","34","False","False",""
"3","3","Keeper of Kookus","vis","Near Mint","English","","","2023-04-12 20:54:38.677000","85","False","False",""
"1","1","Keeper of Tresserhorn","all","Near Mint","English","","","2023-01-22 09:47:51.953000","52","False","False",""
"7","7","Keepers of the Faith","chr","Near Mint","English","","","2023-04-13 08:47:40.907000","9","False","False",""
"1","1","Keepers of the Faith","leg","Near Mint","English","","","2023-01-31 18:50:27.840000","24","False","False",""
"2","2","Kei Takahashi","chr","Near Mint","English","","","2023-03-03 19:20:48.770000","78","False","False",""
"1","1","Keldon Raider","j22","Mint","English","","","2023-01-21 13:13:55.757000","563","False","False",""
"1","1","Keldon Warlord","5ed","Near Mint","English","","","2023-03-04 18:58:18.073000","247","False","False",""
"4","4","Keldon Warlord","4ed","Near Mint","English","","","2023-04-13 08:58:26.797000","207","False","False",""
"1","1","Kelpie Guide","stx","Near Mint","German","","","2023-04-29 13:27:24.423000","45","False","False",""
"2","2","Kelsinko Ranger","ice","Near Mint","English","","","2023-03-04 20:27:02.117000","33","False","False",""
"1","1","Kemba, Kha Enduring","one","Near Mint","English","","","2023-02-09 06:44:24.127000","330","False","False",""
"1","1","Kenrith's Transformation","afc","Near Mint","English","","","2023-05-24 13:10:25.330000","162","False","True",""
"1","1","Keruga, the Macrosage","mul","Near Mint","English","","","2023-10-16 19:48:03.713000","48","False","False","0.00"
"1","1","Kessig Cagebreakers","j22","Mint","English","","","2023-01-21 13:13:55.757000","681","False","False",""
"1","1","Ketria Triome","iko","Near Mint","English","","","2023-06-17 18:50:39.017000","310","False","False",""
"4","4","Ketria Triome","piko","Near Mint","English","","","2023-10-21 18:22:19.557000","250p","False","True",""
"1","1","Kheru Spellsnatcher","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","89","False","False",""
"1","1","Kibo, Uktabi Prince","j22","Mint","English","","","2023-01-21 13:13:55.757000","40","False","False",""
"1","1","Kibo, Uktabi Prince","j22","Mint","English","foil","","2023-01-21 15:54:01.337000","835","False","False",""
"1","1","Kiki-Jiki, Mirror Breaker","chk","Near Mint","English","","","2023-08-24 06:58:40.953000","175","False","False",""
"1","1","Kill Shot","snc","Near Mint","English","","","2023-08-18 21:13:16.390000","19","False","False",""
"1","1","Killer Bees","4ed","Near Mint","English","","","2023-04-13 09:17:35.933000","254","False","False",""
"1","1","Killer Bees","5ed","Near Mint","English","","","2023-04-13 08:09:49.213000","307","False","False",""
"2","2","Kindle","tmp","Near Mint","English","","","2023-04-12 20:48:23.970000","184","False","False",""
"1","1","Kindled Fury","neo","Near Mint","English","","","2023-03-17 21:38:26.463000","151","False","False",""
"1","1","Kindred Discovery","clb","Near Mint","English","","","2023-02-01 15:51:44.417000","81","False","False",""
"3","3","Kindred Discovery","pclb","Near Mint","English","foil","","2023-07-06 10:38:24.317000","81s","False","True",""
"1","1","Kindred Dominance","c17","Near Mint","English","","","2023-06-17 18:51:00.973000","18","False","False",""
"1","1","Kindred Dominance","cmm","Near Mint","English","","","2023-08-24 06:46:50.917000","640","False","False",""
"1","1","Kindred Dominance","pz2","Near Mint","English","","","2023-06-17 18:50:54.740000","65723","False","True",""
"5","5","King Cheetah","vis","Near Mint","English","","","2023-03-04 17:58:27.337000","110","False","False",""
"1","1","Kinnan, Bonder Prodigy","iko","Near Mint","English","","","2023-10-11 09:51:59.940000","338","False","False",""
"2","2","Kinsbaile Cavalier","mor","Near Mint","English","","","2023-10-21 14:06:34.390000","15","False","True",""
"1","1","Kinsbaile Cavalier","ddg","Near Mint","English","","","2023-08-24 06:41:50.120000","17","False","False",""
"1","1","Kin-Tree Warden","ktk","Near Mint","German","","","2023-07-03 07:31:51.250000","139","False","False",""
"1","1","Kiora, Behemoth Beckoner","war","Near Mint","English","","","2023-10-16 11:49:00.533000","232","False","False",""
"1","1","Kird Ape","3ed","Played","English","","","2023-02-01 10:33:55.377000","161","False","False",""
"2","2","Kismet","4ed","Near Mint","English","","","2023-04-13 08:52:19.413000","33","False","False",""
"2","2","Kithkin Billyrider","mom","Near Mint","English","","","2023-08-18 21:11:00.210000","24","False","False",""
"2","2","Kitsune Blademaster","chk","Near Mint","English","","","2023-07-03 08:02:58.493000","25","False","False",""
"1","1","Kitsune Diviner","chk","Near Mint","English","","","2023-07-03 08:00:20.137000","26","False","False",""
"3","3","Kjeldoran Dead","ice","Near Mint","English","","","2023-04-12 20:34:33.370000","137","False","False",""
"9","9","Kjeldoran Escort","all","Near Mint","English","","","2023-04-13 07:29:42.283000","7b","False","False",""
"7","7","Kjeldoran Escort","all","Near Mint","English","","","2023-04-13 07:29:18.203000","7a","False","False",""
"1","1","Kjeldoran Frostbeast","ice","Near Mint","English","","","2023-03-03 19:28:29.047000","296","False","False",""
"3","3","Kjeldoran Guard","ice","Near Mint","English","","","2023-04-13 07:24:09.213000","35","False","False",""
"2","2","Kjeldoran Home Guard","all","Near Mint","English","","","2023-03-04 20:28:58.923000","8","False","False",""
"1","1","Kjeldoran Phalanx","ice","Near Mint","English","","","2023-03-04 20:27:14.660000","37","False","False",""
"4","4","Kjeldoran Pride","all","Near Mint","English","","","2023-04-13 07:30:21.570000","9a","False","False",""
"8","8","Kjeldoran Pride","all","Near Mint","English","","","2023-04-13 07:30:38.190000","9b","False","False",""
"1","1","Kjeldoran Royal Guard","ice","Played","English","","","2023-02-01 11:13:47.070000","38","False","False",""
"2","2","Kjeldoran Skyknight","ice","Near Mint","English","","","2023-03-04 20:24:40.010000","40","False","False",""
"5","5","Kjeldoran Warrior","ice","Near Mint","English","","","2023-03-04 20:26:51.353000","41","False","False",""
"2","2","Klauth, Unrivaled Ancient","afc","Near Mint","English","foil","","2023-10-21 14:03:56.047000","50","False","True",""
"1","1","Klauth, Unrivaled Ancient","afc","Near Mint","English","","","2023-06-17 16:43:32.993000","320","False","False",""
"1","1","Klauth's Will","afc","Near Mint","English","","","2023-10-21 14:04:42.377000","321","False","True",""
"1","1","Klauth's Will","afc","Near Mint","English","","","2023-03-22 07:59:07.020000","51","False","True",""
"1","1","Knight Exemplar","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","192","False","False",""
"1","1","Knight of Dusk","tmp","Near Mint","English","","","2023-04-12 20:32:09.110000","140","False","False",""
"1","1","Knight of the Ebon Legion","m20","Near Mint","English","","","2023-05-24 12:35:15.903000","105","False","True",""
"1","1","Knight of the Last Breath","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","331","False","False",""
"7","7","Knight of the Mists","vis","Near Mint","English","","","2023-04-12 19:47:03.193000","36","False","False",""
"1","1","Knight of the New Coalition","mom","Near Mint","English","","","2023-04-29 09:00:00.073000","25","False","False",""
"1","1","Knight of the White Orchid","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","193","False","False",""
"7","7","Knight of Valor","vis","Near Mint","English","","","2023-04-13 07:40:44.867000","11","False","False",""
"2","2","Knight Paladin","40k","Near Mint","English","","","2023-10-21 16:57:10.853000","160","False","True",""
"1","1","Knights' Charge","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","333","False","False",""
"1","1","Knights of Dol Amroth","ltr","Near Mint","English","foil","","2023-06-18 19:05:56.273000","59","False","False",""
"1","1","Knights of the Black Rose","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","332","False","False",""
"1","1","Knowledge Pool","plist","Near Mint","English","","","2023-05-24 13:02:14.197000","396","False","True",""
"2","2","Kodama of the East Tree","cmr","Near Mint","English","","","2023-05-24 12:35:22.083000","239","False","True",""
"4","4","Kodama's Reach","sld","Near Mint","English","","","2023-10-21 18:04:11.920000","371","False","True",""
"1","1","Kodama's Reach","clb","Near Mint","English","","","2023-01-30 14:51:10.667000","826","False","False",""
"1","1","Kogla and Yidaro","mom","Near Mint","English","","","2023-05-11 07:13:24.130000","244","False","False",""
"1","1","Kogla, the Titan Ape","iko","Near Mint","English","","","2023-08-20 09:33:40.837000","162","False","False",""
"1","1","Kogla, the Titan Ape","piko","Near Mint","English","","","2023-08-20 09:33:37.687000","162p","False","True",""
"1","1","Kokusho, the Evening Star","mma","Near Mint","English","","","2023-08-24 06:55:48.037000","89","False","False",""
"1","1","Koma, Cosmos Serpent","khm","Near Mint","English","","","2023-06-17 16:41:03.667000","221","False","False",""
"2","2","Koma, Cosmos Serpent","pkhm","Near Mint","English","","","2023-06-17 18:52:46.253000","221p","False","True",""
"1","1","Kor Halberd","mom","Near Mint","English","","","2023-04-26 19:46:45.120000","27","False","False",""
"1","1","Korlessa, Scale Singer","clb","Near Mint","English","foil","","2023-03-11 15:26:57.473000","280","False","False",""
"1","1","Korlessa, Scale Singer","clb","Near Mint","English","","","2023-10-21 14:01:47.263000","427","False","True",""
"1","1","Kormus Bell","4ed","Near Mint","English","","","2023-04-10 07:55:33.437000","332","False","False",""
"1","1","Korvold, Fae-Cursed King","eld","Near Mint","English","","","2023-10-11 09:51:39.033000","329","False","False",""
"3","3","Koskun Falls","hml","Near Mint","English","","","2023-01-26 07:51:19.513000","55","False","False",""
"6","6","Koskun Keep","hml","Near Mint","English","","","2023-03-03 19:51:14.023000","114","False","False",""
"1","1","Kozilek, Butcher of Truth","roe","Near Mint","English","","","2023-08-24 07:00:39.803000","6","False","False",""
"1","1","Kozilek, Butcher of Truth","mm2","Near Mint","English","","","2023-04-12 17:38:31.057000","5","False","True",""
"1","1","Kozilek, the Great Distortion","ogw","Near Mint","English","","","2023-04-12 17:38:21.823000","4","False","True",""
"1","1","Kozilek, the Great Distortion","cmm","Near Mint","English","","","2023-10-11 09:42:41.437000","668","False","False",""
"1","1","Krark-Clan Ironworks","5dn","Near Mint","English","","","2023-10-11 09:34:28.873000","134","False","False",""
"6","6","Krark-Clan Shaman","mrd","Near Mint","English","","","2023-04-29 13:49:37.767000","98","False","False",""
"1","1","Kraul Warrior","j22","Mint","English","","","2023-01-21 13:13:55.757000","684","False","False",""
"1","1","Kraum, Ludevic's Opus","c16","Near Mint","English","foil","","2023-04-12 17:38:14.440000","34","False","True",""
"1","1","Krenko's Command","m13","Near Mint","English","","","2023-04-29 13:43:07.847000","139","False","False",""
"1","1","Krosan Grip","c20","Near Mint","English","","","2023-03-22 13:19:44.203000","181","False","False",""
"2","2","Krovikan Elementalist","ice","Near Mint","English","","","2023-02-01 11:05:49.690000","139","False","False",""
"2","2","Krovikan Fetish","ice","Near Mint","English","","","2023-03-05 09:56:36.880000","140","False","False",""
"1","1","Krovikan Fetish","5ed","Near Mint","English","","","2023-03-04 21:03:44.893000","172","False","False",""
"2","2","Krovikan Horror","all","Near Mint","English","","","2023-01-28 16:06:57.760000","53","False","False",""
"2","2","Krovikan Sorcerer","5ed","Near Mint","English","","","2023-03-04 19:36:50.543000","96","False","False",""
"3","3","Krovikan Sorcerer","ice","Near Mint","English","","","2023-04-13 07:54:20.773000","81","False","False",""
"1","1","Kruphix, God of Horizons","jou","Near Mint","English","","","2023-05-24 12:35:45.183000","152","False","True",""
"2","2","Kruphix's Insight","jou","Near Mint","English","","","2023-04-29 13:35:04.480000","129","False","False",""
"1","1","Kujar Seedsculptor","j22","Mint","English","","","2023-01-21 13:13:55.757000","685","False","False",""
"2","2","Kukemssa Pirates","mir","Near Mint","English","","","2023-04-12 19:43:17.907000","71","False","False",""
"5","5","Kukemssa Serpent","mir","Near Mint","English","","","2023-04-12 19:37:28.557000","72","False","False",""
"1","1","Kuldotha Cackler","one","Near Mint","English","","","2023-02-04 11:30:23.383000","139","False","False",""
"1","1","Kuldotha Flamefiend","j22","Mint","English","","","2023-01-21 13:13:55.757000","565","False","False",""
"1","1","Kura, the Boundless Sky","neo","Near Mint","English","","","2023-02-15 21:21:47.387000","200","False","False",""
"1","1","Kyodai, Soul of Kamigawa","neo","Near Mint","English","","","2023-02-22 20:09:56.573000","23","False","False",""
"1","1","Kyscu Drake","vis","Near Mint","English","","","2023-03-04 17:59:36.280000","111","False","False",""
"9","9","Labyrinth Minotaur","hml","Near Mint","English","","","2023-04-13 08:04:18.813000","30a","False","False",""
"9","9","Labyrinth Minotaur","hml","Near Mint","English","","","2023-04-13 08:05:04.807000","30b","False","False",""
"1","1","Labyrinth Minotaur","5ed","Near Mint","English","","","2023-03-04 19:38:55.350000","97","False","False",""
"1","1","Lake of the Dead","all","Near Mint","English","","","2023-01-21 14:04:52.567000","140","False","False",""
"1","1","Land Cap","ice","Near Mint","English","","","2023-01-21 07:58:59.383000","357","False","False",""
"4","4","Land Leeches","4ed","Near Mint","English","","","2023-04-13 09:16:17.203000","255","False","False",""
"1","1","Land Tax","2xm","Near Mint","English","","","2023-08-24 06:44:42.783000","20","False","False",""
